#wavelength[nm] da2dT[1/m 1/degC] da2dS[1/m 1/PSU]   Sullivan et al., (2006)
400	0.0001	0
402	0.0001	0
404	0.0001	0
406	0.0001	0
408	0	0.00001
410	0	0.00001
412	0	0.00001
414	0.0001	0.00001
416	0.0001	0.00001
418	0	0.00001
420	0	0.00001
422	0	0
424	0	0
426	0	0
428	0	0
430	0	0
432	0	0
434	0	0
436	0	0
438	0	0
440	0	0
442	0	0
444	0	0
446	0	0
448	0	0
450	0	0
452	0	0
454	0	0
456	0	0
458	0	0
460	0	0
462	0	0
464	0	0
466	0	0
468	0	0
470	0	0
472	0	0
474	0	0
476	0	0
478	0	0
480	0	-0.00001
482	0	-0.00001
484	0	-0.00001
486	0	-0.00001
488	0	-0.00001
490	0	-0.00001
492	0	-0.00001
494	0	-0.00001
496	0	-0.00001
498	0	-0.00001
500	0	-0.00001
502	0	-0.00001
504	0	-0.00001
506	0	-0.00001
508	0.0001	-0.00001
510	0.0001	-0.00001
512	0.0001	-0.00001
514	0.0001	-0.00001
516	0.0001	0
518	0.0001	0
520	0.0001	0
522	0.0001	0
524	0.0001	0
526	0.0001	0
528	0	0
530	0	0
532	0	0
534	0	0
536	0	0
538	0	0
540	0	0
542	0	-0.00001
544	0	-0.00001
546	0	0
548	0	0
550	0	0
552	0	0
554	0	0
556	0	0
558	0	0
560	0	-0.00001
562	0	-0.00001
564	0	-0.00001
566	0	-0.00001
568	0	-0.00001
570	0	-0.00002
572	0	-0.00002
574	0	-0.00001
576	0.0001	-0.00001
578	0.0001	-0.00002
580	0.0002	-0.00002
582	0.0002	-0.00002
584	0.0003	-0.00002
586	0.0004	-0.00002
588	0.0004	-0.00002
590	0.0005	-0.00002
592	0.0006	-0.00002
594	0.0008	-0.00002
596	0.0009	-0.00002
598	0.001	-0.00002
600	0.0011	-0.00001
602	0.0011	0
604	0.0011	0.00001
606	0.0011	0.00002
608	0.0011	0.00003
610	0.001	0.00004
612	0.0009	0.00005
614	0.0008	0.00005
616	0.0007	0.00006
618	0.0007	0.00006
620	0.0006	0.00006
622	0.0005	0.00006
624	0.0004	0.00006
626	0.0003	0.00005
628	0.0002	0.00005
630	0.0002	0.00005
632	0.0001	0.00005
634	0	0.00005
636	0	0.00004
638	0	0.00004
640	-0.0001	0.00004
642	-0.0001	0.00003
644	-0.0001	0.00003
646	-0.0001	0.00003
648	-0.0001	0.00002
650	0	0.00002
652	0	0.00002
654	0.0001	0.00001
656	0.0001	0.00001
658	0.0002	0.00001
660	0.0002	0.00001
662	0.0002	0.00001
664	0.0002	0.00001
666	0.0002	0.00002
668	0.0001	0.00002
670	0.0001	0.00001
672	0	0.00001
674	0	0.00001
676	-0.0001	0
678	-0.0001	-0.00001
680	-0.0001	-0.00002
682	-0.0002	-0.00003
684	-0.0002	-0.00004
686	-0.0002	-0.00006
688	-0.0001	-0.00007
690	-0.0001	-0.00008
692	-0.0001	-0.0001
694	0	-0.00011
696	0.0001	-0.00013
698	0.0002	-0.00015
700	0.0004	-0.00016
702	0.0006	-0.00017
704	0.0009	-0.00018
706	0.0012	-0.00019
708	0.0017	-0.0002
710	0.0022	-0.00021
712	0.0027	-0.00021
714	0.0033	-0.00021
716	0.004	-0.00022
718	0.0049	-0.00023
720	0.006	-0.00024
722	0.0071	-0.00025
724	0.0084	-0.00025
726	0.0096	-0.00026
728	0.0108	-0.00024
730	0.012	-0.00021
732	0.013	-0.00016
734	0.0139	-0.00008
736	0.0146	0.00001
738	0.015	0.00012
740	0.015	0.00027
742	0.0147	0.00041
744	0.0142	0.00054
746	0.0138	0.00066
748	0.0131	0.00078
750	0.0124	0.00089

